EG	GN	SP	GI	Description	
EG10001	alr	P0A6B4	g1790487	Alanine racemase
EG12352	ppiC	P0A9L5	g1790211	Peptidylprolyl-cis-trans isomerase C, rotamase
EG12353	yifL	P0ADN6	g87082333	Probable lipoprotein, function unknown; Cys conserved
EG12354	yaeJ	P40711	g1786389	Function unknown
EG12356	rtcR	P38035	g1789828	Transcriptional regulator for rtcAB
EG12357	fadK	P38135	g1787993	Acyl-CoA synthase, anaerobic
EG12358	ssuB	P0AAI1	g1787164	Aliphatic sulfonate transport ATP-binding protein; sulfur starvation inducible; Cbl regulon
EG12359	ybgD	P37909	g1786938	Function unknown, FimA homolog
EG12360	yfaE	P0ABW3	g1788568	Ferredoxin involved with ribonucleotide reductase cofactor; diferric-tyrosyl radical (Y*) cofactor maintenance
EG12361	kduD	P37769	g1789208	2-deoxy-D-gluconate 3-dehydrogenase
EG12362	menF	P38051	g87082077	Isochorismate synthase, menaquinone biosynthesis
EG12363	ygiL	P39834	g1789422	Function unknown, FimA homolog
EG12364	intB'	P39347	g1790722	Pseudogene reconstruction, P4-like integrase
EG12365	prkB	P0AEX5	g2367214	Predicted phosphoribulokinase
EG12366	rsmE	P0AGL7	g87082186	16S rRNA m(3)U1498 methyltransferase, SAM-dependent
EG12367	cusA	P38054	g1786788	Silver and copper efflux, membrane transporter; overexpression confers low level fosfomycin resistance; confers copper and silver resistance
EG12368	znuB	P39832	g1788166	High-affinity ABC transport system for zinc
EG12369	ydjE	P38055	g1788068	Predicted transporter, function unknown; inner membrane protein
EG12370	intE	P75969	g1787386	e14 integrase, in defective prophage
EG12371	nlpI	P0AFB1	g1789554	Lipoprotein involved in osmotic sensitivity and filamentation
EG12372	ygdG	P38506	g1789162	Ssb-binding protein, synthetic lethal with polA; no nuclease activity detected; flap endonuclease-like (FEN-like) protein
EG12373	ygdH	P0ADR8	g1789159	Function unknown, UPF0717 family
EG12374	yhfG	P0ADX5	g1789762	Function unknown
EG12375	ycaI	P37443	g87081801	Competence protein ComEC homolog, inner membrane protein, function unknown
EG12376	yfeH	P39836	g1788749	Required for swarming phenotype, function unknown
EG12378	yecD	P0ADI7	g87081992	Function unknown
EG12379	yecE	P37348	g1788175	Function unknown, UPF0759 family
EG12380	gntT	P39835	g48994935	High-affinity gluconate transport
EG12381	nrdF	P37146	g1789031	Ribonucleoside-diphosphate reductase 2, beta subunit; class Ib aerobic ribonucleotide reductase
EG12382	fxsA	P37147	g87082376	Suppresses F exclusion of phage T7
EG12384	ybcF	P37306	g1786732	Carbonate kinase homolog, function unknown
EG12385	rcsD	P39838	g1788545	Intermediate facilitates phosphotransfer from rcsC to rcsB; histidine protein kinase
EG12386	csiR	P37338	g87082149	Repressor of csiD promoter
EG12387	lhgO	P37339	g87082148	L-2-hydroxyglutarate oxidase; second gene in csiD-lhgO-gabDTP-csiR operon
EG12388	sfmF	P38052	g1786746	Function unknown, FimA homolog
EG12389	nanC	P69856	g87082420	N-acetylneuraminic acid outer membrane channel protein
EG12390	ybfI'	P39901	Null	Pseudogene reconstruction, KdpE homolog
EG12391	ydiE	P0ACX9	g1787998	Function unknown, hemin uptake protein HemP homolog
EG12392	ychM	P0AFR2	g87081859	Function unknown
EG12393	ttdT	P39414	g1789444	L-tartrate/succinate antiporter; needed for L-tatrate uptake and tartrate induction of ttdAB
EG12394	msrB	P0A746	g1788077	Methionine sulfoxide reductase B; specific for met-R-(o) diastereoisomers within proteins; mutant is cadmium sensitive; free met-R-(o) is inefficiently reduced by MsrB
EG12395	ybgE	P0AAV0	g1786956	Function unknown, cydAB operon, expressed in minicells
EG12396	yegE	P38097	g1788381	Predicted c-di-GMP dual activity enzyme, function unknown
EG12397	ycbF	P40876	g87081806	Putative periplasmic pilus chaperone, function unknown
EG12399	dhaM	P37349	g87081856	Multidomain dihydroxyacetone-specific PTS protein; phosphoryl donor for dihydroxyacetone kinase; DhaK(2):DhaL:DhaM(2) complex
EG12400	mdtK	P37340	g48994890	Multidrug resistance efflux protein, 12 transmembrane helices; overexpression resistance to norfloxacin, TTP, deoxycholate, trimethoprim
EG12401	rlmN	P36979	g1788865	23S rRNA m(2)A2503 methyltransferase, SAM-dependent
EG12402	chaB	P0AE63	g1787469	Accessory and regulatory protein for chaA
EG12403	chaC	P39163	g1787470	Accessory and regulatory protein for chaA
EG12404	ychN	P0AB52	g1787471	Function unknown; dimer of trimers
EG12405	ychO	P39165	g1787472	Intimin/invasin homolog, function unknown
EG12406	ybiH	P0ACU0	g87081783	Predicted transcriptional regulator, function unknown
EG12407	iaaA	P37595	g1787050	isoAsp aminopeptidase, cleaves isoAsp-X dipeptides; Ntn hydrolase; glutathione utilization; weak L-asparaginase activity in vitro (EcAIII); precursor is cleaved into an alpha and beta subunit; heterotetrameric
EG12409	aegA	P37127	g1788811	Predicted oxidoreductase, Fe-S subunit; induced by anaerobiosis, repressed by NO3; ygfT paralog
EG12410	nudK	P37128	g1788810	GDP-mannose pyrophosphatase
EG12411	rfbD	P37760	g1788352	dTDP-L-rhamnose synthase
EG12412	rfbB	P37759	g1788353	TDP-glucose oxidoreductase-4,6 dehydratase
EG12413	intS	P37326	g1788690	Integrase, CPS-53/KpLE1 prophage
EG12414	gatA	P69828	g1788410	Galactitol-specific PTS system EIIA component
EG12415	gatB	P37188	g1788409	Galactitol-specific PTS system EIIB component
EG12416	gatC	P69831	g1788408	Galactitol-specific PTS system EIIC component
EG12417	gatD	P0A9S3	g1788407	Galactitol-1-phosphate dehydrogenase
EG12418	gatZ	P37191	g1788411	Tagatose bisphosphate aldolase GatYZ subunit; required for full activity and stabilty of GatY
EG12419	gatY	P37192	g87082041	D-Tagatose-1,6-bisphosphate aldolase, class II; requires GatZ subunit for full activity and stability
EG12420	yfdC	P37327	g1788689	Function unknown
EG12421	ybiI	P41039	g1787022	Function unknown, DksA-type zinc finger protein
EG12422	ybiJ	P0AAX3	g1787021	Predicted periplasmic protein, YhcN family, function unknown
EG12423	tauD	P37610	g1786565	Taurine/alpha-ketoglutarate dioxygenase
EG12424	prmC	P0ACC1	g1787463	Release factor (RF1, RF2) glutamine methyltransferase
EG12425	ogrK	P37057	g1788398	Positive regulator of P2 growth (insertion of P2 ogr gene)
EG12427	modA	P37329	g1786979	Molybdate uptake; chlorate resistance; periplasmic molybdate binding protein
EG12429	tomB	P0AAR0	g1786666	Attenuates Hha toxicity, possibly by blocking activation of prophage lytic genes; promotes conjugation and conjugation-induced biofilms; deceases motility in presence of a conjugative plasmid (R1drd19)
EG12431	puuR	P0A9U6	g1787557	Transcriptional repressor for the puu divergon; putrescine utilization pathway
EG12432	ydiF	P37766	g1787985	Short-chain acyl-CoA transferase, in vivo function unknown
EG12433	rluB	P37765	g1787524	23S rRNA U2605 pseudouridine synthase
EG12434	ygiM	P0ADT8	g1789435	SH3 domain protein, function unknown
EG12436	rseP	P0AEH1	g1786373	Inner membrane zinc RIP metalloprotease; activates RpoE by degrading RseA; multicopy rpoE suppresses rseP mutation
EG12437	menE	P37353	g1788595	o-succinylbenzoate-CoA synthase; homotetrameric; menaquinone biosynthesis
EG12438	menH	P37355	g1788598	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase; menaquinone biosynthesis
EG12439	yjfF	P37772	g87082395	Predicted ABC transporter permease protein; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12440	mpl	P37773	g1790680	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase; recycles cell wall peptidoglycan
EG12442	yfjD	P37908	g87082137	Inner membrane protein, UPF0053  family, function unknown; four transmembrane helices predicted; possibly involved in Co2+ resistance
EG12443	yggL	P38521	g87082190	Conserved protein, DUF469 family, function unknown
EG12444	ycfJ	P0AB35	g1787353	Putative periplasmic protein, UmoD homolog
EG12445	eamB	P38101	g1788932	Cysteine and O-acetylserine exporter, inner membrane protein
EG12446	yfiL	P11289	g87082135	Novel verified lipoprotein, function unknown
EG12447	speG	P0A951	g1787867	Spermidine acetyltransferase
EG12448	ybcH	P37325	g1786779	Function unknown
EG12449	prmB	P39199	g87082085	50S subunit L3 protein glutamine methyltransferase
EG12450	norW	P37596	g1789065	NADH:flavoruberedoxin reductase
EG12451	rspA	P38104	g1787864	Bifunctional D-altronate/D-mannonate dehydratase; overproduction prevents homoserine lactone-induced synthesis of RpoS
EG12452	rspB	P38105	g1787863	Function unknown, transcribed with rspA, starvation induced
EG12453	rraB	P0AF90	g1790704	Protein inhibitor of RNase E
EG12454	ybaK	P0AAR3	g1786688	Cys-tRNAPro and Cys-tRNACys deacylase, tRNA editing
EG12455	lplT	P39196	g1789200	Lysophospholipid transporter
EG12456	gadC	P63235	g1787768	Predicted glutamate-GABA antiporter; glutamate-dependent enzyme, may function in protection against cytoplasmic acidification
EG12457	ydgA	P77804	g1787900	Required for swarming phenotype, DUF945 family, function unknown; slightly upregulated by beryllium
EG12458	alsB	P39265	g1790526	Allose-binding protein, periplasmic
EG12459	rpiR	P0ACS7	g87082369	Repressor for als operon and rpiB
EG12460	yjcZ	P39267	g87082371	Mutational suppressor of yhjH motility defect, function unknown
EG12462	adiC	P60061	g2367353	Arginine:agmatine antiporter; arginine-dependent acid resistance; acid-inducible membrane protein
EG12463	yjdF	P39270	g1790562	Function unknown
EG12464	dcuR	P0AD01	g1790566	C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system response regulator
EG12465	dcuS	P0AEC8	g1790567	C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system sensory histidine kinase
EG12466	yjdI	P0AF59	g1790568	Function unknown
EG12467	yjdJ	P39274	g1790569	Predicted acetyltransferase
EG12468	yjdK	P0AF61	g1790570	Function unknown
EG12469	yjdL	P39276	g1790572	Probable dipeptide and tripeptide permease; membrane protein
EG12470	yjeH	P39277	g1790584	Putative transporter, function unknown
EG12471	yjeI	P0AF70	g87082377	Novel verified lipoprotein, function unknown
EG12472	yjeJ	P39279	g1790588	Function unknown
EG12473	yjeK	P39280	g1790589	Weak lysine 2,3-aminomutase
EG12474	blc	P0A901	g1790592	Outer membrane lipoprotein, cell division and growth function; prokaryotic lipocalin
EG12475	yjeM	P39282	g87082380	Putative transporter, function unknown
EG12476	yjeN	P39283	g1790601	Function unknown
EG12477	yjeO	P39284	g1790602	Inner membrane protein, function unknown
EG12478	yjeP	P39285	g2367355	Predicted mechanosensitive channel protein, function unknown; deletion mutant has no obvious phenotype
EG12479	rsgA	P39286	g87082381	Ribosome-stimulated GTPase, 30S subunit assemby; low adundance protein; putative RNA binding protein
EG12480	orn	P0A784	g87082382	3' to 5' oligoribonuclease; mutants accumulate oligoribonucleotides that are 2-5 residues long
EG12481	yjeS	P39288	g1790608	Putative electron transport protein, iron-sulfur center
EG12482	yjeT	P0AF73	g1790619	Function unknown, DUF2065 family
EG12483	rlmB	P63177	g1790623	23S rRNA mG2251 methyltransferase, SAM-dependent
EG12484	yjfI	P0AF76	g1790624	Function unknown, DUF2170 family
EG12485	yjfJ	P0AF78	g1790625	Function unknown, PspA/IM30 family
EG12486	yjfK	P39293	g1790626	Function unknown, DUF2491 family
EG12487	yjfL	P0AF80	g1790627	Inner membrane protein, UPF0719 family, function unknown
EG12488	yjfM	P39295	g1790628	Function unknown, DUF1190 family
EG12489	bsmA	P39297	g87082386	Confers peroxide resistance in bioflms; mutants are hypermotile on soft agar; YhcN family, probable lipoprotein, function unknown; Cys conserved
EG12490	yjfP	P39298	g1790634	Acyl CoA esterase actviity in vitro, function unknown
EG12491	ulaR	P0A9W0	g1790635	Repressor for the L-ascorbate utilization (ula) divergon
EG12492	ulaG	P39300	g87082387	L-ascorbate-6-phosphate lactonase, involved in the utilization of L-ascorbate by anaerobic fermentation; has phosphodiesterase activity
EG12493	ulaA	P39301	g87082388	Ascorbate-specific PTS system EIIC component; L-ascorbate uptake
EG12494	ulaB	P69822	g1790638	Ascorbate-specific PTS system EIIB component; L-ascorbate uptake
EG12495	ulaC	P69820	g2367359	Ascorbate-specific PTS system EIIA component; L-ascorbate uptake
EG12496	ulaD	P39304	g1790640	3-keto-L-gulonate-6-phosphate decarboxylase; involved in the utilization of L-ascorbate by anaerobic fermentation; dimeric
EG12497	ulaE	P39305	g1790641	L-xylulose 5-phosphate 3-epimerase; involved in the utilization of L-ascorbate by anaerobic fermentation
EG12498	ulaF	P39306	g1790642	L-ribulose 5-phosphate 4-epimerase; involved in the utilization of L-ascorbate by anaerobic fermentation
EG12499	yjfY	P0AF86	g1790643	Predicted periplasmic protein, YhcN family, function unknown
EG12500	yjfZ	P39308	g1790648	Function unknown
EG12501	ytfA'	P39309	g1790650	Pseudogene, C-terminal fragment
EG12502	ytfB	P39310	g87082389	Function unknown
EG12503	fklB	P0A9L3	g87082390	FKBP-type peptidyl-prolyl cis-trans isomerase; contains pipecolic acid residue
EG12504	cycA	P0AAE0	g1790653	D-alanine, beta-alanine, D-serine, glycine permease; D-cycloserine uptake
EG12505	ytfE	P69506	g1790654	Iron-sulfur cluster repair protein; RIC; confers resistance to nitric oxide and hydrogen peroxide; di-iron center
EG12506	ytfF	P39314	g1790655	Inner membrane protein, DMT transporter family, function unknown
EG12507	qorB	P39315	g1790656	Quinone oxidoreductase B, NADPH dependent; QOR2
EG12508	ytfH	P0ACN2	g87082391	Predicted transcriptional regulator, HxlR-type, DUF24 family; function unknown
EG12509	ytfI	P39317	g48995000	Function unknown
EG12510	ytfJ	P39187	g1790662	Expressed periplasmic protein, function unknown
EG12511	ytfK	P0ADE2	g87082392	Function unknown, DUF1107 family
EG12512	ytfL	P0AE45	g1790664	Inner membrane protein, UPF0053  family, function unknown
EG12513	ytfM	P0ADE4	g1790666	Outer membrane protein, function unknown; has a C-terminal beta-barrel OM protein domain and an N-terminal periplasmic domain
EG12514	ytfN	P39321	g1790667	Function unknown, DUF490 family
EG12516	ytfP	P0AE48	g1790668	Function unknown, UPF0131 family
EG12517	ytfQ	P39325	g1790674	Galactofuranose binding protein, periplasmic; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12518	ytfR	Q6BEX0	g48995001	Predicted ABC transporter ATP-binding protein; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12520	ytfT	P39328	g87082394	Predicted ABC transporter permease protein; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12521	yjfN	P0AF82	g87082385	Predicted periplasmic protein, YhcN family, function unknown
EG12522	garD	P39829	g1789516	D-galactarate dehydratase; uxaA paralog; contains conserved CxxS redox motif
EG12523	nrdG	P0A9N8	g1790685	Ribonucleotide reductase activase, generating glycyl radical; contains iron; binds NrdD tightly
EG12524	yjgF	P0AF93	g87082396	Function unknown, UPF0131 family; Salmonella ortholog required for full IlvE activity and for the dependence of the alternative pyrimidine biosynthesis (APB) pathway of thiamine biosynthesis upon the oxidative pentose phosphate pathway; serine sensitivity
EG12525	mgtA	P0ABB8	g2367363	Magnesium transporter, ATP-dependent; mutant has cobalt resistance; mediates Mg(2+) influx
EG12527	yjgH	P39332	g1790696	Function unknown, UPF0131 family
EG12528	yjgI	P39333	g2367365	Predicted oxidoreductase, function unknown
EG12529	yjgJ	P39334	g87082397	Predicted transcriptional repressor, function unknown
EG12530	tabA	P0AF96	g87082398	Reduces fimA expression and influences biofilm formation
EG12531	yjgL	P39336	g87082399	Function unknown
EG12532	yjgM	P39337	g48995002	Predicted acetyltransferase
EG12533	yjgN	P39338	g48995003	Inner membrane protein, DUF898 family, function unknown
EG12535	lptF	P0AF98	g1790712	Lipopolysaccharide export ABC permease; LptBFGC export complex
EG12536	lptG	P0ADC6	g87082400	Lipopolysaccharide export ABC permease; LptBFGC export complex
EG12537	yjgR	P39342	g1790714	Function unknown, DUF853 family with NTPase fold
EG12538	idnR	P39343	g1790715	idn operon activator; represses GntR-regulated genes gntKU and gntT
EG12539	idnT	P39344	g1790716	L-idonate transporter; also transports 5-keto-D-gluconate (Reed, 2006) 
EG12540	idnO	P0A9P9	g1790717	5-keto-D-gluconate 5-reductase
EG12541	idnD	P39346	g1790718	L-idonate 5-dehydrogenase
EG12543	yjgX'	P39349	g1790726	Pseudogene reconstruction, EptAB family
EG12544	yjhB	P39352	g87082404	Predicted transporter, function unknown; N-acetylneuraminic acid inducible
EG12545	yjhC	P39353	g87082405	predicted oxidoreductase, function unknown; N-acetylneuraminic acid inducible
