EG	GN	SP	GI	Description	
EG10001	alr	P0A6B4	g1790487	Alanine racemase
EG12321	yadH	P0AFN6	g1786320	Function unknown
EG12322	yadI	P36881	g1786321	Putative PTS Enzyme IIA, sugar specificity unknown
EG12323	yfaD	P37014	g1788577	Putative transposase, function unknown
EG12325	yadK	P37016	g1786329	Function unknown
EG12326	yadL	P37017	g1786330	Function unknown
EG12327	yadM	P37018	g87081690	Function unknown, FimA homolog
EG12328	yadN	P37050	g1786334	Function unknown, FimA homolog
EG12329	hrpB	P37024	g87081693	RNA helicase-like; similarity to eukaryotic DEAH family and araC
EG12330	ligT	P37025	g87081692	2'-5' RNA ligase
EG12331	clcA	P37019	g1786350	Voltage-gated ClC-type chloride channel; involved in the extreme acid response
EG12332	yadR	P0ACC3	g1786351	IscA paralog, function unknown; possibly involved in iron-sulfur cluster assembly
EG12333	yadS	P0AFP0	g1786352	Function unknown
EG12334	btuF	P37028	g1786353	Periplasmic binding protein for cobalamine uptake
EG12335	cdaR	P37047	g87081694	Transcriptional regulator for gar and gud operons
EG12336	yaeH	P62768	g1786359	Function unknown
EG12337	yaeI	P37049	g87081695	Phosphodiesterase, function unknown; has activity on model substrate bis-pNPP
EG12338	yagA	P37007	g1786462	Function unknown, CP4-6 putative prophage remnant
EG12339	yagB	P37008	g87081711	Fusion pseudogene, antitoxin family, chimeric; CP4-6 putative prophage remnant
EG12340	afuC	P37009	g87081709	Function unknown, CP4-6 putative prophage remnant; homologous to an iron-uptake system gene in Actinobacillus; putative peripheral cytoplasmic membrane protein component
EG12341	rseA	P0AFX7	g1788925	Anti-RpoE sigma factor, spans inner membrane
EG12342	yjjJ	P39410	g1790845	Function unknown
EG12343	yjjK	P0A9W3	g2367384	Putative ABC transporter, ATP-binding protein; low abundance protein
EG12344	pspF	P37344	g87081872	Transcriptional sigma 54-dependent activator of psp
EG12345	ydfG	P39831	g1787820	L-allo-threonine dehydrogenase, NADP+-dependent; other substrates include L-serine, D-serine, D-threonine and 3-hydroxyisobutyrate
EG12346	hokA	P37305	g48994947	Small toxic membrane polypeptide; homologous to plasmid-encoded plasmid stabilization toxins regulated by antisense RNA; functional relevance of chromosomal homologs is unknown
EG12347	yecC	P37774	g1788225	Putative ABC transport ATP-binding protein, function unknown; part of putative YecCS amino acid ABC transporter
EG12348	xisD	Null	Null	Pseudogene, exisionase in defective prophage DLP12
EG12349	ybcC	Null	g1786750	Pseudogene, function unknown, DLP12 prophage
EG12350	ybcD	Null	g87081754	Pseudogene, function unknown, DLP12 prophage
EG12351	renD	Null	g87081755	Pseudogene, reconstructed, lambda ren homolog, DLP12 prophage; interrupted by IS3C
EG12352	ppiC	P0A9L5	g1790211	Peptidylprolyl-cis-trans isomerase C, rotamase
EG12353	yifL	P0ADN6	g87082333	Probable lipoprotein, function unknown; Cys conserved
EG12354	yaeJ	P40711	g1786389	Function unknown
EG12356	rtcR	P38035	g1789828	Transcriptional regulator for rtcAB
EG12357	fadK	P38135	g1787993	Acyl-CoA synthase, anaerobic
EG12358	ssuB	P0AAI1	g1787164	Putative aliphatic sulphonate transport ATP-binding protein; sulfur starvation inducible; Cbl regulon
EG12359	ybgD	P37909	g1786938	Function unknown, FimA homolog
EG12360	yfaE	P0ABW3	g1788568	Ferredoxin-like protein, function unknown; putative third gene in nrdAB-yfaE operon
EG12361	kduD	P37769	g1789208	2-deoxy-D-gluconate 3-dehydrogenase
EG12362	menF	P38051	g87082077	Isochorismate synthase, menaquinone biosynthesis
EG12363	ygiL	P39834	g1789422	Function unknown, FimA homolog
EG12364	intB	P39347	g1790722	Pseudogene reconstruction, P4-like integrase
EG12365	prkB	P0AEX5	g2367214	Putative phosphoribulokinase
EG12366	rsmE	P0AGL7	g87082186	16S rRNA m(3)U1498 methyltransferase, SAM-dependent
EG12367	cusA	P38054	g1786788	Silver and copper efflux, membrane transporter; overexpression confers low level fosfomycin resistance; confers copper and silver resistance
EG12368	znuB	P39832	g1788166	High-affinity ABC transport system for zinc
EG12369	ydjE	P38055	g1788068	Putative transporter, function unknown; membrane protein
EG12370	intE	P75969	g1787386	e14 integrase, in defective prophage
EG12371	nlpI	P0AFB1	g1789554	Minor lipoprotein, osmotic sensitivity and filamentation
EG12372	xni	P38506	g1789162	Exonuclease IX, a 3'-5' exonuclease acting preferentially on single-stranded DNA, probable excision repair function
EG12373	ygdH	P0ADR8	g1789159	Function unknown
EG12374	yhfG	P0ADX5	g1789762	Function unknown
EG12375	ycaI	P37443	g87081801	Competence protein ComEC homolog, function unknown
EG12376	yfeH	P39836	g1788749	Required for swarming phenotype, function unknown
EG12378	yecD	P0ADI7	g87081992	Function unknown
EG12379	yecE	P37348	g1788175	Function unknown
EG12380	gntT	P39835	g48994935	High-affinity gluconate transport
EG12381	nrdF	P37146	g1789031	Ribonucleoside diphosphate reductase 2, subunit beta, class I
EG12382	fxsA	P37147	g87082376	Suppresses F exclusion of phage T7
EG12384	ybcF	P37306	g1786732	Carbonate kinase homolog, function unknown
EG12385	rcsD	P39838	g1788545	Intermediate facilitates phosphotransfer from rcsC to rcsB; histidine protein kinase
EG12386	csiR	P37338	g87082149	Repressor of csiD promoter
EG12387	ygaF	P37339	g87082148	Putative dehydrogenase, function unknown; second gene in csiD-ygaF-gadDTP operon
EG12388	sfmF	P38052	g1786746	Function unknown, FimA homolog
EG12389	nanC	P69856	g87082420	N-acetylneuraminic acid outer membrane channel protein
EG12390	ybfI	P39901	Null	Pseudogene reconstruction, C-terminal kdpE fragment
EG12391	ydiE	P0ACX9	g1787998	Function unknown, hemin uptake protein HemP homolog
EG12392	ychM	P0AFR2	g87081859	Function unknown
EG12393	ttdT	P39414	g1789444	L-tartrate/succinate antiporter; needed for L-tatrate uptake and tartrate induction of ttdAB
EG12394	msrB	P0A746	g1788077	Methionine sulfoxide reductase B; specific for met-R-(o) diastereoisomers within proteins; mutant is cadmium sensitive; free met-R-(o) is inefficiently reduced by MsrB
EG12395	ybgE	P0AAV0	g1786956	Function unknown, cydAB operon, expressed in minicells
EG12396	yegE	P38097	g1788381	Function unknown
EG12397	ycbF	P40876	g87081806	Putative periplasmic pilus chaperone, function unknown
EG12399	dhaM	P37349	g87081856	Multidomain dihydroxyacetone-specific PTS protein; phosphoryl donor for dihydroxyacetone kinase; DhaK(2):DhaL:DhaM(2) complex
EG12400	mdtK	P37340	g48994890	Multidrug resistance efflux protein, 12 transmembrane helices; overexpression resistance to norfloxacin, TTP, deoxycholate, trimethoprim
EG12401	yfgB	P36979	g1788865	Function unknown, Radical SAM superfamily
EG12402	chaB	P0AE63	g1787469	Accessory and regulatory protein for chaA
EG12403	chaC	P39163	g1787470	Accessory and regulatory protein for chaA
EG12404	ychN	P0AB52	g1787471	Function unknown; dimer of trimers
EG12405	ychO	P39165	g1787472	Intimin/invasin homolog, function unknown
EG12406	ybiH	P0ACU0	g87081783	Putative transcriptional repressor, function unknown
EG12407	iaaA	P37595	g1787050	isoAsp aminopeptidase, cleaves isoAsp-X dipeptides; Ntn hydrolase; glutathione utilization; weak L-asparaginase activity in vitro (EcAIII); precursor is cleaved into an alpha and beta subunit; heterotetrameric
EG12409	aegA	P37127	g1788811	Putative oxidoreductase, Fe-S subunit; induced by anaerobiosis, repressed by NO3; ygfT paralog
EG12410	nudK	P37128	g1788810	GDP-mannose pyrophosphatase
EG12411	rfbD	P37760	g1788352	dTDP-L-rhamnose synthase
EG12412	rfbB	P37759	g1788353	TDP-glucose oxidoreductase-4,6 dehydratase
EG12413	intS	P37326	g1788690	Putative integrase gene, CPS-53/KpLE1 prophage
EG12414	gatA	P69828	g1788410	Galactitol-specific enzyme IIA of phosphotransferase system (PTS)
EG12415	gatB	P37188	g1788409	Galactitol-specific enzyme IIB of PTS
EG12416	gatC	P69831	g1788408	Galactitol-specific enzyme IIC of PTS
EG12417	gatD	P0A9S3	g1788407	Galactitol-1-phosphate dehydrogenase
EG12418	gatZ	P37191	g1788411	Tagatose bisphosphate aldolase GatYZ subunit; required for full activity and stabilty of GatY
EG12419	gatY	P37192	g87082041	D-Tagatose-1,6-bisphosphate aldolase, class II; requires GatZ subunit for full activity and stability
EG12420	yfdC	P37327	g1788689	Function unknown
EG12421	ybiI	P41039	g1787022	Function unknown, DksA-type zinc finger protein
EG12422	ybiJ	P0AAX3	g1787021	Predicted periplasmic protein, YhcN family, function unknown
EG12423	tauD	P37610	g1786565	Taurine/alpha-ketoglutarate dioxygenase
EG12424	prmC	P0ACC1	g1787463	Release factor (RF1, RF2) glutamine methyltransferase
EG12425	ogrK	P37057	g1788398	Positive regulator of P2 growth (insertion of P2 ogr gene)
EG12427	modA	P37329	g1786979	Molybdate uptake; chlorate resistance; periplasmic molybdate binding protein
EG12429	ybaJ	P0AAR0	g1786666	Promotes conjugation and conjugation-induced biofilms; deceases motility in presence of a conjugative plasmid (R1drd19)
EG12431	puuR	P0A9U6	g1787557	Transcriptional repressor for the puu divergon; putrescine utilization pathway
EG12432	ydiF	P37766	g1787985	Short-chain acyl-CoA transferase, in vivo function unknown
EG12433	rluB	P37765	g1787524	23S rRNA U2605 pseudouridine synthase
EG12434	htrG	P0ADT8	g1789435	Required for growth above 43C, function unknown
EG12436	rseP	P0AEH1	g1786373	Inner membrane zinc RIP metalloprotease; activates RpoE by degrading RseA; multicopy rpoE suppresses rseP mutation
EG12437	menE	P37353	g1788595	o-succinylbenzoate-CoA synthase; homotetrameric; menaquinone biosynthesis
EG12438	yfbB	P37355	g1788598	 Acyl-CoA esterase in vitro, function unknown; in menFD-yfbB-menBCE operon
EG12439	yjfF	P37772	g87082395	Function unknown
EG12440	mpl	P37773	g1790680	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase; recycles cell wall peptidoglycan
EG12442	yfjD	P37908	g87082137	Function unknown; four transmembrane helices predicted; possibly involved in Co2+ resistance
EG12443	yggL	P38521	g87082190	Function unknown
EG12444	ycfJ	P0AB35	g1787353	Putative periplasmic protein, UmoD homolog
EG12445	eamB	P38101	g1788932	Cysteine and O-acetylserine exporter, integral membrane protein
EG12446	yfiL	P11289	g87082135	Novel verified lipoprotein, function unknown
EG12447	speG	P0A951	g1787867	Spermidine acetyltransferase
EG12448	ybcH	P37325	g1786779	Function unknown
EG12449	prmB	P39199	g87082085	50S subunit L3 protein glutamine methyltransferase
EG12450	norW	P37596	g1789065	NADH:flavoruberedoxin reductase
EG12451	rspA	P38104	g1787864	Bifunctional D-altronate/D-mannonate dehydratase; overproduction prevents homoserine lactone-induced synthesis of RpoS
EG12452	rspB	P38105	g1787863	Function unknown, transcribed with rspA, starvation induced
EG12453	rraB	P0AF90	g1790704	Protein inhibitor of RNase E, modulates global mRNA abundance when overexpressed
EG12454	ybaK	P0AAR3	g1786688	Cys-tRNAPro and Cys-tRNACys deacylase, tRNA editing
EG12455	lplT	P39196	g1789200	Lysophospholipid transporter
EG12456	gadC	P63235	g1787768	Putative glutamate-GABA antiporter; glutamate-dependent enzyme, may function in protection against cytoplasmic acidification
EG12457	ydgA	P77804	g1787900	Required for swarming phenotype, function unknown; slightly upregulated by beryllium
EG12458	alsB	P39265	g1790526	Allose-binding protein
EG12459	rpiR	P0ACS7	g87082369	Repressor for als operon and rpiB
EG12460	yjcZ	P39267	g87082371	Function unknown
EG12462	adiC	P60061	g2367353	Arginine:agmatine antiporter; arginine-dependent acid resistance; acid-inducible membrane protein
EG12463	yjdF	P39270	g1790562	Function unknown
EG12464	dcuR	P0AD01	g1790566	C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system response regulator
EG12465	dcuS	P0AEC8	g1790567	C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system sensory histidine kinase
EG12466	yjdI	P0AF59	g1790568	Function unknown
EG12467	yjdJ	P39274	g1790569	Putative acetyltransferase
EG12468	yjdK	P0AF61	g1790570	Function unknown
EG12469	yjdL	P39276	g1790572	Putative transporter, function unknown, membrane protein
EG12470	yjeH	P39277	g1790584	Function unknown
EG12471	yjeI	P0AF70	g87082377	Novel verified lipoprotein, function unknown
EG12472	yjeJ	P39279	g1790588	Function unknown
EG12473	yjeK	P39280	g1790589	Weak lysine 2,3-aminomutase activity
EG12474	blc	P0A901	g1790592	Outer membrane lipoprotein, cell division and growth function; prokaryotic lipocalin
EG12475	yjeM	P39282	g87082380	Function unknown
EG12476	yjeN	P39283	g1790601	Function unknown
EG12477	yjeO	P39284	g1790602	Function unknown
EG12478	yjeP	P39285	g2367355	Putative mechanosensitive channel protein, function unknown; deletion mutant has no obvious phenotype
EG12479	rsgA	P39286	g87082381	Ribosome-stimulated GTPase; low adundance protein; putative RNA binding protein
EG12480	orn	P0A784	g87082382	3' to 5' oligoribonuclease
EG12481	yjeS	P39288	g1790608	Putative electron transport protein, iron-sulfur center
EG12482	yjeT	P0AF73	g1790619	Function unknown
EG12483	rlmB	P63177	g1790623	23S rRNA mG2251 methyltransferase, SAM-dependent
EG12484	yjfI	P0AF76	g1790624	Function unknown
EG12485	yjfJ	P0AF78	g1790625	Function unknown
EG12486	yjfK	P39293	g1790626	Function unknown
EG12487	yjfL	P0AF80	g1790627	Function unknown
EG12488	yjfM	P39295	g1790628	Function unknown
EG12489	yjfO	P39297	g87082386	Probable lipoprotein, YhcN family, function unknown; Cys conserved
EG12490	yjfP	P39298	g1790634	Acyl CoA esterase actviity in vitro, function unknown
EG12491	ulaR	P0A9W0	g1790635	Repressor for the L-ascorbate utilization (ula) divergon
EG12492	ulaG	P39300	g87082387	L-ascorbate utilization, has phosphodiesterase activity
EG12493	ulaA	P39301	g87082388	PTS Enzyme IIC transport protein; involved in L-ascorbate utilization
EG12494	ulaB	P69822	g1790638	PTS Enzyme IIB; involved in the utilization of L-ascorbate
EG12495	ulaC	P69820	g2367359	PTS Enzyme IIA; involved in the utilization of L-ascorbate
EG12496	ulaD	P39304	g1790640	3-keto-L-gulonate-6-phosphate decarboxylase; involved in the utilization of L-ascorbate; dimeric
EG12497	ulaE	P39305	g1790641	L-xylulose 5-phosphate 3-epimerase; involved in the utilization of L-ascorbate
EG12498	ulaF	P39306	g1790642	L-ribulose 5-phosphate 4-epimerase; involved in the utilization of L-ascorbate
EG12499	yjfY	P0AF86	g1790643	Predicted periplasmic protein, YhcN family, function unknown
EG12500	yjfZ	P39308	g1790648	Function unknown
EG12501	ytfA	P39309	g1790650	Pseudogene, C-terminal fragment
EG12502	ytfB	P39310	g87082389	Function unknown
EG12503	fklB	P0A9L3	g87082390	FKBP-type peptidyl-prolyl cis-trans isomerase; contains pipecolic acid residue
EG12504	cycA	P0AAE0	g1790653	D-alanine, beta-alanine, D-serine, glycine permease; D-cycloserine uptake
EG12505	ytfE	P69506	g1790654	Confers resistance to nitric oxide; role in iron-sulphur cluster biogenesis; di-iron center
EG12506	ytfF	P39314	g1790655	Function unknown
EG12507	ytfG	P39315	g1790656	NAD(P)H:quinone oxidoreductase activity reported
EG12508	ytfH	P0ACN2	g87082391	Function unknown
EG12509	ytfI	P39317	g48995000	Function unknown
EG12510	ytfJ	P39187	g1790662	Expressed periplasmic protein, function unknown
EG12511	ytfK	P0ADE2	g87082392	Function unknown
EG12512	ytfL	P0AE45	g1790664	Function unknown
EG12513	ytfM	P0ADE4	g1790666	Outer membrane protein, function unknown; has a C-terminal beta-barrel OM protein domain and an N-terminal periplasmic domain
EG12514	ytfN	P39321	g1790667	Function unknown
EG12516	ytfP	P0AE48	g1790668	Function unknown
EG12517	ytfQ	P39325	g1790674	Secreted protein, function unknown
EG12518	ytfR	Q6BEX0	g48995001	Function unknown
EG12520	ytfT	P39328	g87082394	Function unknown
EG12521	yjfN	P0AF82	g87082385	Predicted periplasmic protein, YhcN family, function unknown
EG12522	garD	P39829	g1789516	D-galactarate dehydratase; uxaA paralog; contains conserved CxxS redox motif
EG12523	nrdG	P0A9N8	g1790685	Ribonucleotide reductase activase, generating glycyl radical; contains iron; binds NrdD tightly
EG12524	yjgF	P0AF93	g87082396	Function unknown; Salmonella ortholog required for full IlvE activity and for the dependence of the alternative pyrimidine biosynthesis (APB) pathway of thiamine biosynthesis upon the oxidative pentose phosphate pathway; serine sensitivity; trimeric
EG12525	mgtA	P0ABB8	g2367363	Magnesium transporter, ATP-dependent; mutant has cobalt resistance; mediates Mg(2+) influx
EG12527	yjgH	P39332	g1790696	Function unknown
EG12528	yjgI	P39333	g2367365	Putative oxidoreductase, function unknown
