CG6883	FBan0006883	FBgn0003749	trh	trachealess	FBgn0010944,FBgn0026793
CG9962	FBan0009962	FBgn0031441	CG9962	CG9962	
CG9964	FBan0009964	FBgn0031432	Cyp309a1	Cyp309a1	
CG9965	FBan0009965	FBgn0035381	CG9965	CG9965	
CG9967	FBan0009967	FBgn0031413	CG9967	CG9967	
CG9968	FBan0009968	FBgn0030749	Anxb11	Annexin B11	FBgn0046794
CG9969	FBan0009969	FBgn0035382	Or63a	Odorant receptor 63a	
CG16740	FBan0016740	FBgn0003248	Rh2	Rhodopsin 2	
CG17470	FBan0017470	FBgn0032869	CG17470	CG17470	FBgn0044560,FBgn0045901
CG16741	FBan0016741	FBgn0042198	CG16741	CG16741	FBgn0040728
CG16742	FBan0016742	FBgn0034529	CG16742	CG16742	
CG17471		FBgn0039924	CG17471	CG17471	
CG16743	FBan0016743	FBgn0032322	CG16743	CG16743	FBgn0062953
CG17472	FBan0017472	FBgn0032868	CG17472	CG17472	FBgn0063232
CG32781	FBan0032781	FBgn0052781	CG32781	CG32781	
CG32782	FBan0032782	FBgn0026698	tlk	Tousled-like kinase	FBgn0028489,FBgn0052782,FBgn0053219,FBgn0066855,FBgn0066856
CG32783	FBan0032783	FBgn0052783	CG32783	CG32783	
CG17475	FBan0017475	FBgn0038481	CG17475	CG17475	
CG16747	FBan0016747	FBgn0014184	Oda	Ornithine decarboxylase antizyme	FBgn0010521,FBgn0014270
CG17477	FBan0017477	FBgn0038479	CG17477	CG17477	
CG32786	FBan0032786	FBgn0052786	CG32786	CG32786	
CG16749	FBan0016749	FBgn0037678	CG16749	CG16749	
CG32788	FBan0032788	FBgn0021738	Crg-1	Circadianly Regulated Gene	FBgn0052788
CG32789	FBan0032789	FBgn0052789	CG32789	CG32789	FBgn0025274
CG9970	FBan0009970	FBgn0035380	CG9970	CG9970	
CG9972	FBan0009972	FBgn0035379	CG9972	CG9972	
CG9973	FBan0009973	FBgn0035378	CG9973	CG9973	
CG9975	FBan0009975	FBgn0034435	CG9975	CG9975	
CG9976	FBan0009976	FBgn0016675	Lectin-galC1	Galactose-specific C-type lectin	
CG9977	FBan0009977	FBgn0035371	CG9977	CG9977	
CG16752	FBan0016752	FBgn0029768	CG16752	CG16752	FBgn0029767
CG32790	FBan0032790	FBgn0052790	CG32790	CG32790	FBgn0029691
CG16753	FBan0016753	FBgn0035393	CG16753	CG16753	
CG32791	FBan0032791	FBgn0052791	CG32791	CG32791	FBgn0029668,FBgn0029670
CG32792	FBan0032792	FBgn0052792	CG32792	CG32792	
CG7000	FBan0007000	FBgn0038867	CG7000	CG7000	
CG32793	FBan0032793	FBgn0052793	CG32793	CG32793	FBgn0014096,FBgn0014097,FBgn0029641,FBgn0042172
CG7001	FBan0007001	FBgn0004462	Pk17E	Protein kinase-like 17E	FBgn0024489
CG16755	FBan0016755	FBgn0037685	Or85f	Odorant receptor 85f	
CG7002	FBan0007002	FBgn0029167	Hml	Hemolectin	
CG32794	FBan0032794	FBgn0052794	CG32794	CG32794	
CG16756	FBan0016756	FBgn0029765	CG16756	CG16756	FBgn0047033
CG32795	FBan0032795	FBgn0040384	CG32795	CG32795	FBgn0029634,FBgn0040902,FBgn0052795
CG16757	FBan0016757	FBgn0010905	Spn	Spinophilin	FBgn0024370,FBgn0035350,FBgn0063195
CG7003	FBan0007003	FBgn0036486	CG7003	CG7003	
CG7004	FBan0007004	FBgn0004373	fwd	four wheel drive	FBgn0035129,FBgn0062139
CG16758	FBan0016758	FBgn0035348	CG16758	CG16758	FBgn0035349
CG32796	FBan0032796	FBgn0040388	CG32796	CG32796	FBgn0029618,FBgn0029619,FBgn0052796
CG32797	FBan0032797	FBgn0052797	CG32797	CG32797	
CG7005	FBan0007005	FBgn0013953	Esp	Epidermal stripes and patches	
CG7006	FBan0007006	FBgn0039233	CG7006	CG7006	FBgn0061419,FBgn0062030
CG32798	FBan0032798	FBgn0052798	CG32798	CG32798	
CG7007	FBan0007007	FBgn0028662	VhaPPA1-1	VhaPPA1-1	FBgn0038278
CG7008	FBan0007008	FBgn0035121	Tudor-SN	Tudor-SN	
CG7009	FBan0007009	FBgn0038861	CG7009	CG7009	
CG9981	FBan0009981	FBgn0030746	CG9981	CG9981	
CG9983	FBan0009983	FBgn0001215	Hrb98DE	Heterogeneous nuclear ribonucleoprotein at 98DE	FBgn0003056,FBgn0014945
CG9984	FBan0009984	FBgn0010416	TH1	TH1	
CG9985	FBan0009985	FBgn0016984	sktl	skittles	FBgn0010601,FBgn0015387
CG9986	FBan0009986	FBgn0039589	CG9986	CG9986	
CG9987	FBan0009987	FBgn0032781	CG9987	CG9987	
CG9988	FBan0009988	FBgn0039591	CG9988	CG9988	
CG9989	FBan0009989	FBgn0039593	CG9989	CG9989	
CG16761	FBan0016761	FBgn0035344	Cyp4d20	Cyp4d20	
CG16762	FBan0016762	FBgn0035343	CG16762	CG16762	
CG17492	FBan0017492	FBgn0032742	mib2	mind bomb 2	
CG7010	FBan0007010	FBgn0028325	l(1)G0334	lethal (1) G0334	FBgn0029721
CG7011	FBan0007011	FBgn0036489	CG7011	CG7011	
CG16765	FBan0016765	FBgn0024515	l(3)10615	lethal (3) 10615	FBgn0037692,FBgn0063674
CG16766	FBan0016766	FBgn0038541	CG16766	CG16766	FBgn0046605,FBgn0046606
CG7012	FBan0007012	FBgn0039234	nct	nicastrin	FBgn0043964
CG7013	FBan0007013	FBgn0027095	ARP-like	ARP-like	FBgn0026289
CG7014	FBan0007014	FBgn0038277	RpS5b	Ribosomal protein S5b	
CG17498	FBan0017498	FBgn0035640	mad2	mad2	
CG7015	FBan0007015	FBgn0035895	CG7015	CG7015	
CG7016	FBan0007016	FBgn0039238	CG7016	CG7016	
CG7017	FBan0007017	FBgn0036951	CG7017	CG7017	
CG7018	FBan0007018	FBgn0005658	Ets65A	Ets at 65A	FBgn0035681,FBgn0040840
CG9990	FBan0009990	FBgn0039594	CG9990	CG9990	
CG9992	FBan0009992	FBgn0030744	CG9992	CG9992	
CG9993	FBan0009993	FBgn0034553	CG9993	CG9993	
CG9994	FBan0009994	FBgn0032782	Rab9	Rab9	
CG9995	FBan0009995	FBgn0027655	huntingtin	huntingtin	
CG9996	FBan0009996	FBgn0039273	CG9996	CG9996	
CG9997	FBan0009997	FBgn0039597	CG9997	CG9997	
CG9998	FBan0009998	FBgn0005411	U2af50	U2 small nuclear riboprotein auxiliary factor 50	
CG9999	FBan0009999	FBgn0003346	RanGap	Ran GTPase activating protein	
CG16771	FBan0016771	FBgn0032779	CG16771	CG16771	
CG16772	FBan0016772	FBgn0032835	CG16772	CG16772	FBgn0044789
CG7020	FBan0007020	FBgn0024806	DIP2	DISCO Interacting Protein 2	FBgn0035119
CG16775	FBan0016775	FBgn0036767	CG16775	CG16775	
CG7021	FBan0007021	FBgn0013949	Ela	Elastin-like	
CG7023	FBan0007023	FBgn0039025	CG7023	CG7023	
CG16777	FBan0016777	FBgn0037694	CG16777	CG16777	
CG7024	FBan0007024	FBgn0029722	CG7024	CG7024	
CG16778	FBan0016778	FBgn0003715	Tkr	Tyrosine kinase-related protein	FBgn0004900,FBgn0012045,FBgn0035093
CG7025	FBan0007025	FBgn0031930	CG7025	CG7025	
CG16779	FBan0016779	FBgn0037698	CG16779	CG16779	
CG7026	FBan0007026	FBgn0038276	CG7026	CG7026	
CG7028	FBan0007028	FBgn0027587	CG7028	CG7028	
CG7029	FBan0007029	FBgn0039026	CG7029	CG7029	
CG16781	FBan0016781	FBgn0029661	CG16781	CG16781	
CG16782	FBan0016782	FBgn0029659	CG16782	CG16782	
CG6300	FBan0006300	FBgn0038730	CG6300	CG6300	
CG16783	FBan0016783	FBgn0034937	fzr2	fizzy-related 2	
CG16784	FBan0016784	FBgn0003141	pr	purple	FBgn0020600
CG6301	FBan0006301	FBgn0034161	CG6301	CG6301	
CG16785	FBan0016785	FBgn0027343	fz3	frizzled 3	FBgn0025619
CG7031	FBan0007031	FBgn0039027	CG7031	CG7031	
CG6302	FBan0006302	FBgn0010741	l(3)01239	lethal (3) 01239	FBgn0011417,FBgn0036123
CG16786	FBan0016786	FBgn0034974	CG16786	CG16786	
CG6303	FBan0006303	FBgn0037808	Bruce	Bruce	
CG7033	FBan0007033	FBgn0030086	CG7033	CG7033	
CG6304	FBan0006304	FBgn0032624	CG6304	CG6304	FBgn0044621
CG16787	FBan0016787	FBgn0034940	CG16787	CG16787	
CG7034	FBan0007034	FBgn0038856	sec15	sec15	
CG16788	FBan0016788	FBgn0037707	RnpS1	RNA-binding protein S1	
CG6305	FBan0006305	FBgn0033869	CG6305	CG6305	
CG7035	FBan0007035	FBgn0022942	Cbp80	cap binding protein 80	FBgn0025614
CG16789	FBan0016789	FBgn0037712	CG16789	CG16789	
CG7036	FBan0007036	FBgn0035106	rno	rhinoceros	
CG7037	FBan0007037	FBgn0020224	Cbl	Cbl	FBgn0035894,FBgn0041253,FBgn0061761
CG6308	FBan0006308	FBgn0030645	CG6308	CG6308	
CG7038	FBan0007038	FBgn0029718	mRpL30	mitochondrial ribosomal protein L30	
CG7039	FBan0007039	FBgn0030088	CG7039	CG7039	
CG16790	FBan0016790	FBgn0037713	CG16790	CG16790	
CG16791	FBan0016791	FBgn0038881	CG16791	CG16791	FBgn0046355
CG16792	FBan0016792	FBgn0000426	DebB	Developmental embryonic B	FBgn0063188
CG6310	FBan0006310	FBgn0036121	CG6310	CG6310	FBgn0063764
CG16793	FBan0016793	FBgn0036712	CG16793	CG16793	
CG6311	FBan0006311	FBgn0036735	CG6311	CG6311	
CG7041	FBan0007041	FBgn0030082	HP1b	HP1b	
CG6312	FBan0006312	FBgn0020379	Rfx	Rfx	
CG7042	FBan0007042	FBgn0035105	CG7042	CG7042	
CG16798	FBan0016798	FBgn0032856	CG16798	CG16798	
CG6315	FBan0006315	FBgn0000662	fl(2)d	female lethal d	FBgn0028976
CG7044	FBan0007044	FBgn0038854	CG7044	CG7044	
CG7045	FBan0007045	FBgn0038978	CG7045	CG7045	
CG16799	FBan0016799	FBgn0034538	CG16799	CG16799	
CG7046	FBan0007046	FBgn0038979	CG7046	CG7046	FBgn0047326
CG7047	FBan0007047	FBgn0035103	CG7047	CG7047	
CG6318	FBan0006318	FBgn0030931	Rad51D	Rad51D	
CG7048	FBan0007048	FBgn0038976	CG7048	CG7048	
CG7049	FBan0007049	FBgn0035102	CG7049	CG7049	
CG6320	FBan0006320	FBgn0015608	Ca-&bgr;	Ca<up>2+</up>-channel-protein-&bgr;-subunit	FBgn0032353
CG6321	FBan0006321	FBgn0036117	CG6321	CG6321	
CG7050	FBan0007050	FBgn0038975	Nrx-1	Neurexin 1	
CG6322	FBan0006322	FBgn0036733	CG6322	CG6322	
CG7051	FBan0007051	FBgn0035100	CG7051	CG7051	
CG7052	FBan0007052	FBgn0041182	TepII	Thiolester containing protein II	FBgn0031931,FBgn0031932
CG6323	FBan0006323	FBgn0039465	Tsp97E	Tetraspanin 97E	
CG6324	FBan0006324	FBgn0030647	CG6324	CG6324	
CG7053	FBan0007053	FBgn0030960	CG7053	CG7053	
CG7054	FBan0007054	FBgn0038972	CG7054	CG7054	
CG6325	FBan0006325	FBgn0037814	CG6325	CG6325	
CG7055	FBan0007055	FBgn0030093	dalao	dalao	FBgn0024493,FBgn0025971,FBgn0028547
CG7056	FBan0007056	FBgn0038852	CG7056	CG7056	
CG6327	FBan0006327	FBgn0036115	CG6327	CG6327	
CG7057	FBan0007057	FBgn0024832	AP-50	AP-50	FBgn0025529,FBgn0046487
CG6329	FBan0006329	FBgn0033872	CG6329	CG6329	
CG7058	FBan0007058	FBgn0030961	CG7058	CG7058	
CG7059	FBan0007059	FBgn0038957	CG7059	CG7059	
CG13101	FBan0013101	FBgn0032084	CG13101	CG13101	
CG13102	FBan0013102	FBgn0032088	CG13102	CG13102	FBgn0062998
CG13106	FBan0013106	FBgn0032096	Or30a	Odorant receptor 30a	
CG13108	FBan0013108	FBgn0032100	CG13108	CG13108	
CG13109	FBan0013109	FBgn0041092	tai	taiman	FBgn0010485,FBgn0022157,FBgn0024593,FBgn0032102,FBgn0032103,FBgn0045313
CG6330	FBan0006330	FBgn0039464	CG6330	CG6330	
CG5602	FBan0005602	FBgn0034922	CG5602	CG5602	
CG6331	FBan0006331	FBgn0019952	Orct	Organic cation transporter	
CG5603	FBan0005603	FBgn0032210	CYLD	CYLD	
CG6332	FBan0006332	FBgn0038921	CG6332	CG6332	FBgn0044639
CG7061	FBan0007061	FBgn0027505	rab3-GAP	rab3-GAP	
CG5604	FBan0005604	FBgn0032208	CG5604	CG5604	
CG6333	FBan0006333	FBgn0036731	CG6333	CG6333	
CG7062	FBan0007062	FBgn0015793	Rab-RP3	Rab-related protein 3	
CG5605	FBan0005605	FBgn0036974	eRF1	eukaryotic release factor 1	FBgn0010710,FBgn0011462
CG6335	FBan0006335	FBgn0027087	Aats-his	Histidyl-tRNA synthetase	FBgn0027288,FBgn0028314,FBgn0030934
CG7065	FBan0007065	FBgn0030091	CG7065	CG7065	
CG6337	FBan0006337	FBgn0033873	CG6337	CG6337	
CG7066	FBan0007066	FBgn0035869	CG7066	CG7066	
CG5608	FBan0005608	FBgn0038058	CG5608	CG5608	
CG5609	FBan0005609	FBgn0038838	TotB	Turandot B	FBgn0063107
CG6338	FBan0006338	FBgn0004510	Ets97D	Ets at 97D	FBgn0003727
CG7067	FBan0007067	FBgn0024945	NitFhit	Nitrilase and fragile histidine triad fusion protein	
CG6339	FBan0006339	FBgn0034728	rad50	rad50	
CG7068	FBan0007068	FBgn0041181	TepIII	Thiolester containing protein III	FBgn0031933
CG13110	FBan0013110	FBgn0032111	CG13110	CG13110	FBgn0047341
CG7069	FBan0007069	FBgn0038952	CG7069	CG7069	
CG13111	FBan0013111	FBgn0032112	CG13111	CG13111	
CG13113	FBan0013113	FBgn0032126	CG13113	CG13113	
CG13114	FBan0013114	FBgn0032127	CG13114	CG13114	
CG13116	FBan0013116	FBgn0032139	CG13116	CG13116	
CG13117	FBan0013117	FBgn0032140	CG13117	CG13117	FBgn0062840
CG5610	FBan0005610	FBgn0000036	nAcR&agr;-96Aa	nicotinic Acetylcholine Receptor alpha 96Aa	
CG6340	FBan0006340	FBgn0030648	CG6340	CG6340	
CG5611	FBan0005611	FBgn0039531	CG5611	CG5611	
CG6341	FBan0006341	FBgn0028737	Ef1&bgr;	Elongation factor 1 &bgr;	FBgn0025828,FBgn0027858
CG5612	FBan0005612	FBgn0039529	CG5612	CG5612	
CG7070	FBan0007070	FBgn0003178	PyK	Pyruvate kinase	
CG7071	FBan0007071	FBgn0038949	CG7071	CG7071	FBgn0063677
CG6342	FBan0006342	FBgn0024957	Irp-1B	Iron regulatory protein 1B	
CG5613	FBan0005613	FBgn0030839	CG5613	CG5613	
CG6343	FBan0006343	FBgn0019957	ND42	NADH:ubiquinone reductase 42kD subunit precursor	
CG5614	FBan0005614	FBgn0038359	CG5614	CG5614	
CG7072	FBan0007072	FBgn0035874	CG7072	CG7072	
CG7073	FBan0007073	FBgn0038947	sar1	sar1	FBgn0010874,FBgn0025985
CG7074	FBan0007074	FBgn0031399	mio	missing oocyte	FBgn0031400
CG6345	FBan0006345	FBgn0037816	CG6345	CG6345	
CG7075	FBan0007075	FBgn0031934	CG7075	CG7075	
CG5618	FBan0005618	FBgn0036975	CG5618	CG5618	
CG7076	FBan0007076	FBgn0035875	CG7076	CG7076	
CG6347	FBan0006347	FBgn0033874	CG6347	CG6347	
CG7077	FBan0007077	FBgn0038946	CG7077	CG7077	
CG5619	FBan0005619	FBgn0003751	trk	trunk	
CG6348	FBan0006348	FBgn0003267	ro	rough	
CG6349	FBan0006349	FBgn0004493	DNApol-&agr;180	DNA polymerase &agr; 180kD	FBgn0010016
CG13120	FBan0013120	FBgn0032142	CG13120	CG13120	
CG7079	FBan0007079	FBgn0038849	CG7079	CG7079	
CG13121	FBan0013121	FBgn0032145	CG13121	CG13121	
CG13123	FBan0013123	FBgn0032150	CG13123	CG13123	
CG13124	FBan0013124	FBgn0032156	CG13124	CG13124	
CG13125	FBan0013125	FBgn0032163	CG13125	CG13125	
CG13126	FBan0013126	FBgn0032168	CG13126	CG13126	FBgn0062171
CG13127	FBan0013127	FBgn0032176	CG13127	CG13127	
CG13128	FBan0013128	FBgn0032183	CG13128	CG13128	
CG13129	FBan0013129	FBgn0040966	CG13129	CG13129	
CG5620	FBan0005620	FBgn0036268	CG5620	CG5620	
CG5621	FBan0005621	FBgn0038840	CG5621	CG5621	FBgn0044796
CG7080	FBan0007080	FBgn0038941	CG7080	CG7080	
CG5623	FBan0005623	FBgn0038357	CG5623	CG5623	FBgn0063744
CG6352	FBan0006352	FBgn0026058	OdsH	Ods-site homeobox	
CG7081	FBan0007081	FBgn0035876	CG7081	CG7081	
CG7082	FBan0007082	FBgn0031401	CG7082	CG7082	
CG6353	FBan0006353	FBgn0038893	CG6353	CG6353	FBgn0064770
CG7083	FBan0007083	FBgn0035877	CG7083	CG7083	
CG6354	FBan0006354	FBgn0004903	Rb97D	Ribonuclear protein at 97D	
CG5625	FBan0005625	FBgn0034708	CG5625	CG5625	
CG6355	FBan0006355	FBgn0028741	CG6355	CG6355	
CG7084	FBan0007084	FBgn0038938	CG7084	CG7084	
CG5626	FBan0005626	FBgn0036266	CG5626	CG5626	
CG7085	FBan0007085	FBgn0010704	l(2)s5379	lethal (2) s5379	FBgn0031402,FBgn0046260,FBgn0047216
CG6356	FBan0006356	FBgn0039178	CG6356	CG6356	
CG5627	FBan0005627	FBgn0030613	rab3-GEF	rab3-GEF	FBgn0027715,FBgn0043815
CG6357	FBan0006357	FBgn0033875	CG6357	CG6357	
CG5629	FBan0005629	FBgn0027595	CG5629	CG5629	FBgn0062039
CG6358	FBan0006358	FBgn0004832	Xpac	Xeroderma pigmentosum group A-like	
CG6359	FBan0006359	FBgn0038065	CG6359	CG6359	
CG7088	FBan0007088	FBgn0001090	bnb	bangles and beads	
CG12400	FBan0012400	FBgn0031505	CG12400	CG12400	FBgn0063038
CG13130	FBan0013130	FBgn0040965	CG13130	CG13130	
CG12402	FBan0012402	FBgn0038202	CG12402	CG12402	
CG13131	FBan0013131	FBgn0032175	CG13131	CG13131	
CG12403	FBan0012403	FBgn0020368	Vha68-1	Vha68-1	
CG12404	FBan0012404	FBgn0032465	CG12404	CG12404	
CG13133	FBan0013133	FBgn0032181	CG13133	CG13133	
CG12405	FBan0012405	FBgn0033520	Prx2540-1	Peroxiredoxin 2540	FBgn0040497
CG13134	FBan0013134	FBgn0032182	CG13134	CG13134	
CG13135	FBan0013135	FBgn0032184	CG13135	CG13135	
CG13136	FBan0013136	FBgn0032186	CG13136	CG13136	
CG12408	FBan0012408	FBgn0033027	TpnC4	TpnC4	FBgn0047054
CG13137	FBan0013137	FBgn0032188	CG13137	CG13137	
CG13138	FBan0013138	FBgn0032211	CG13138	CG13138	
CG13139	FBan0013139	FBgn0032230	CG13139	CG13139	
CG4900	FBan0004900	FBgn0024958	Irp-1A	Iron regulatory protein 1A	
CG4901	FBan0004901	FBgn0032194	CG4901	CG4901	
CG5630	FBan0005630	FBgn0038842	CG5630	CG5630	
CG6361	FBan0006361	FBgn0030925	CG6361	CG6361	
CG5632	FBan0005632	FBgn0036263	thoc6	thoc6	
CG4903	FBan0004903	FBgn0034240	MESR4	Misexpression suppressor of ras 4	FBgn0043379,FBgn0043387
CG4904	FBan0004904	FBgn0003151	Pros35	Proteasome 35kD subunit	
CG6362	FBan0006362	FBgn0028740	CG6362	CG6362	
CG7091	FBan0007091	FBgn0038099	CG7091	CG7091	
CG6363	FBan0006363	FBgn0027378	MRG15	MRG15	FBgn0024526
CG7092	FBan0007092	FBgn0013809	Dhc16F	Dynein heavy chain at 16F	
CG4905	FBan0004905	FBgn0034135	Syn2	Syntrophin-like 2	
CG5634	FBan0005634	FBgn0039528	dsd	distracted	
CG6364	FBan0006364	FBgn0039179	CG6364	CG6364	
CG7093	FBan0007093	FBgn0031965	CG7093	CG7093	
CG4907	FBan0004907	FBgn0039010	CG4907	CG4907	
CG7094	FBan0007094	FBgn0032650	CG7094	CG7094	
CG5637	FBan0005637	FBgn0002962	nos	nanos	FBgn0010916,FBgn0011347,FBgn0011364,FBgn0026836
CG7095	FBan0007095	FBgn0030962	CG7095	CG7095	
CG4908	FBan0004908	FBgn0032195	CG4908	CG4908	
CG6367	FBan0006367	FBgn0030926	psh	persephone	
CG4909	FBan0004909	FBgn0040294	POSH	Plenty of SH3s	FBgn0021835,FBgn0026595,FBgn0034244
CG5638	FBan0005638	FBgn0036260	Rh7	Rhodopsin 7	FBgn0046540,FBgn0046541
CG5639	FBan0005639	FBgn0039527	CG5639	CG5639	
CG7097	FBan0007097	FBgn0034421	CG7097	CG7097	FBgn0045883
CG7098	FBan0007098	FBgn0030891	dik	diskette	FBgn0026603
CG12410	FBan0012410	FBgn0000394	cv	crossveinless	FBgn0029790
CG6369	FBan0006369	FBgn0039260	Smg6	Smg6	
CG7099	FBan0007099	FBgn0032517	CG7099	CG7099	
CG13140	FBan0013140	FBgn0032233	dpr19	dpr19	FBgn0063091
CG13141	FBan0013141	FBgn0032226	CG13141	CG13141	
CG12413	FBan0012413	FBgn0039588	CG12413	CG12413	
CG13142	FBan0013142	FBgn0032251	CG13142	CG13142	
CG12414	FBan0012414	FBgn0037212	nAcR&agr;-80B	nicotinic Acetylcholine Receptor &agr; 80B	FBgn0037211,FBgn0044798
CG13144	FBan0013144	FBgn0032260	CG13144	CG13144	
CG12418	FBan0012418	FBgn0040536	CG12418	CG12418	
CG13148	FBan0013148	FBgn0033767	CG13148	CG13148	
CG12419	FBan0012419	FBgn0037769	CG12419	CG12419	
CG4910	FBan0004910	FBgn0039007	Ccap	Cardioacceleratory peptide	
CG5640	FBan0005640	FBgn0032207	CG5640	CG5640	
CG4911	FBan0004911	FBgn0035959	CG4911	CG4911	
CG4912	FBan0004912	FBgn0032198	eEF1&dgr;	eEF1&dgr;	
CG5641	FBan0005641	FBgn0038046	CG5641	CG5641	
CG6370	FBan0006370	FBgn0034277	CG6370	CG6370	
CG4913	FBan0004913	FBgn0026441	ear	ENL/AF9-related	FBgn0038317
CG5642	FBan0005642	FBgn0036258	CG5642	CG5642	
CG6371	FBan0006371	FBgn0028374	hug	hugin	FBgn0038062
CG4914	FBan0004914	FBgn0036436	CG4914	CG4914	
CG5643	FBan0005643	FBgn0027492	wdb	widerborst	FBgn0026590,FBgn0043349
CG6372	FBan0006372	FBgn0035915	CG6372	CG6372	FBgn0044537
CG5644	FBan0005644	FBgn0035948	CG5644	CG5644	FBgn0027770
CG5645	FBan0005645	FBgn0036254	CG5645	CG5645	
CG4916	FBan0004916	FBgn0004419	me31B	maternal expression at 31B	FBgn0022123
CG4917	FBan0004917	FBgn0039003	wfs1	wolfram syndrome 1	
CG5646	FBan0005646	FBgn0039525	CG5646	CG5646	
CG6375	FBan0006375	FBgn0025140	pit	pitchoune	
CG4918	FBan0004918	FBgn0003274	RpLP2	Ribosomal protein LP2	FBgn0003736,FBgn0062859
CG6376	FBan0006376	FBgn0011766	E2f	E2F transcription factor	FBgn0010918,FBgn0011343,FBgn0011351,FBgn0011520,FBgn0011767,FBgn0013944,FBgn0016652
CG5648	FBan0005648	FBgn0032492	Pros&agr;6T	Pros&agr;6T	
CG4919	FBan0004919	FBgn0046114	Gclm	Glutamate-cysteine ligase modifier subunit	FBgn0039001
CG5649	FBan0005649	FBgn0024887	kin17	kin17	FBgn0036976
CG6378	FBan0006378	FBgn0026562	BM-40-SPARC	BM-40-SPARC	FBgn0027691
CG6379	FBan0006379	FBgn0029693	CG6379	CG6379	
CG12420	FBan0012420	FBgn0037797	CG12420	CG12420	
CG13151	FBan0013151	FBgn0033750	CG13151	CG13151	
CG12424	FBan0012424	FBgn0033987	CG12424	CG12424	FBgn0047267
CG12425	FBan0012425	FBgn0039571	CG12425	CG12425	
CG13154	FBan0013154	FBgn0033736	CG13154	CG13154	
CG13155	FBan0013155	FBgn0033723	CG13155	CG13155	
CG12426	FBan0012426	FBgn0039552	CG12426	CG12426	
CG12427	FBan0012427	FBgn0040615	CG12427	CG12427	
CG12428	FBan0012428	FBgn0039543	CG12428	CG12428	
CG13157	FBan0013157	FBgn0033732	CG13157	CG13157	
CG13158	FBan0013158	FBgn0033727	Or49a	Odorant receptor 49a	
CG13159	FBan0013159	FBgn0033721	CG13159	CG13159	FBgn0063047
CG4920	FBan0004920	FBgn0000533	ea	easter	
CG4921	FBan0004921	FBgn0016701	Rab4	Rab-protein 4	
CG5650	FBan0005650	FBgn0004103	Pp1-87B	Protein phosphatase 1 at 87B	FBgn0002338,FBgn0003133,FBgn0003597,FBgn0010090,FBgn0011795,FBgn0038044
CG4922	FBan0004922	FBgn0003313	sala	spalt-adjacent	FBgn0061400
CG6380	FBan0006380	FBgn0032632	CG6380	CG6380	
CG5651	FBan0005651	FBgn0035946	CG5651	CG5651	FBgn0045819
CG6382	FBan0006382	FBgn0020443	Elf	Ef1&agr;-like factor	
CG4924	FBan0004924	FBgn0029079	icln	icln	FBgn0034250
CG5653	FBan0005653	FBgn0035943	CG5653	CG5653	
CG4925	FBan0004925	FBgn0036614	CG4925	CG4925	
CG5654	FBan0005654	FBgn0022959	yps	ypsilon schachtel	
CG6383	FBan0006383	FBgn0000368	crb	crumbs	FBgn0024518,FBgn0028125,FBgn0060827
CG6384	FBan0006384	FBgn0000283	Cp190	Centrosomal protein 190kD	FBgn0014463
CG5655	FBan0005655	FBgn0011305	Rsf1	Repressor splicing factor 1	
CG4926	FBan0004926	FBgn0010407	Ror	Ror	FBgn0022797
CG5656	FBan0005656	FBgn0037083	CG5656	CG5656	
CG6385	FBan0006385	FBgn0034276	CG6385	CG6385	
CG4927	FBan0004927	FBgn0034139	CG4927	CG4927	
CG4928	FBan0004928	FBgn0027556	CG4928	CG4928	
CG5657	FBan0005657	FBgn0038042	Scg&bgr;	Sarcoglycan &bgr;	
CG6386	FBan0006386	FBgn0027889	ball	ballchen	
CG5658	FBan0005658	FBgn0004387	Klp98A	Kinesin-like protein at 98A	
CG6388	FBan0006388	FBgn0032430	CG6388	CG6388	
CG11700	FBan0011700	FBgn0029856	CG11700	CG11700	
CG5659	FBan0005659	FBgn0017418	ari-1	ariadne	FBgn0014203
CG13160	FBan0013160	FBgn0033720	CG13160	CG13160	
CG12432	FBan0012432	FBgn0030843	CG12432	CG12432	
CG11703	FBan0011703	FBgn0038690	CG11703	CG11703	FBgn0044581
CG12433	FBan0012433	FBgn0030811	CG12433	CG12433	
CG13162	FBan0013162	FBgn0033718	CG13162	CG13162	
CG13163	FBan0013163	FBgn0033712	CG13163	CG13163	
CG13164	FBan0013164	FBgn0061197	SIP2	Syntaxin Interacting Protein 2	FBgn0033709
CG13165	FBan0013165	FBgn0033707	CG13165	CG13165	
CG12436	FBan0012436	FBgn0036637	CG12436	CG12436	
CG12437	FBan0012437	FBgn0003209	raw	raw	FBgn0010627,FBgn0015377,FBgn0022218,FBgn0032063,FBgn0032064
CG11709	FBan0011709	FBgn0030310	PGRP-SA	Peptidoglycan recognition protein SA	FBgn0061434,FBgn0064989
CG13167	FBan0013167	FBgn0033706	CG13167	CG13167	
CG12438	FBan0012438	FBgn0032065	CG12438	CG12438	
CG13168	FBan0013168	FBgn0033705	CG13168	CG13168	
CG12439	FBan0012439	FBgn0032094	CG12439	CG12439	FBgn0061452
CG13169	FBan0013169	FBgn0033704	CG13169	CG13169	
CG4930	FBan0004930	FBgn0028515	CG4930	CG4930	FBgn0027856
CG5660	FBan0005660	FBgn0035942	CG5660	CG5660	
CG4931	FBan0004931	FBgn0038320	Sra-1	specifically Rac1-associated protein 1	
CG5661	FBan0005661	FBgn0028679	Sema-5c	Sema-5c	FBgn0025685,FBgn0036245
